fecha,Event_Type,refill_TimeStamp,DeltaFuel,valid_fuel,before_avg,supply_TimeStamp,Origin,FuelLevelLiters,dif entreFuelLevel,,,,
9/2/2024,Both_Events,2024-09-02T17:34:30.000000,2094.72,2902.08,808.48,2024-09-02T17:32:40.543000,SURTIDOR-TRUCKSHOP,2450,355.28,,,,
9/3/2024,Both_Events,2024-09-03T10:49:00.000000,2120.96,3004.48,904.384,2024-09-03T08:00:00.000000,P068,2422,301.04,,,,
9/4/2024,Both_Events,2024-09-04T10:05:30.000000,2346.88,2936.32,594.144,2024-09-04T08:00:00.000000,SST,2867,520.12,,,,
9/5/2024,Both_Events,2024-09-05T15:22:30.000000,2156.7999999999997,3043.2,891.7119999999999,2024-09-05T15:20:52.920000,SURTIDOR-TRUCKSHOP,2568,411.2,,,,
9/6/2024,Both_Events,2024-09-06T13:21:00.000000,1824.3200000000002,2877.44,1068.0639999999999,2024-09-06T08:00:00.000000,SST,1872,47.68,,,,
9/7/2024,Both_Events,2024-09-07T09:27:30.000000,2099.2,3039.68,944.96,2024-09-07T08:00:00.000000,P068,2426,326.8,,,,
9/8/2024,Both_Events,2024-09-08T08:36:00.000000,2047.3600000000001,3047.04,1014.592,2024-09-08T08:00:00.000000,SST,2265,217.64,,,,
9/8/2024,Supply_Only,,,,,2024-09-08T15:05:56.993000,SURTIDOR-TRUCKSHOP,2637,2637,,,,
9/9/2024,Both_Events,2024-09-09T08:15:00.000000,2174.72,3015.04,845.568,2024-09-09T08:00:00.000000,SST,2524,349.28,,,,
9/10/2024,Both_Events,2024-09-10T08:43:00.000000,2082.56,2813.44,727.9680000000001,2024-09-10T08:41:46.240000,SURTIDOR-TRUCKSHOP,2461,378.44,,,,
9/11/2024,Both_Events,2024-09-11T03:37:00.000000,1832.9599999999998,2670.72,844.8,2024-09-11T03:35:04.780000,SURTIDOR-TRUCKSHOP,2572,739.04,,,,
9/11/2024,Both_Events,2024-09-11T21:50:30.000000,1828.48,2828.16,990.816,2024-09-11T20:00:00.000000,SST,2013,184.52,,,,
9/12/2024,Both_Events,2024-09-12T21:00:00.000000,2140.4799999999996,2862.72,726.848,2024-09-12T20:00:00.000000,SST,2506,365.52,,,,
9/13/2024,Refill_Only,2024-09-13T16:00:00.000000,2100.16,3064.64,979.424,,,,-2100.16,,,,
9/14/2024,Both_Events,2024-09-14T15:13:00.000000,2371.2,2946.24,578.208,2024-09-14T08:00:00.000000,SST,2806,434.8,,,,
9/15/2024,Both_Events,2024-09-15T17:03:30.000000,1995.1999999999998,2862.72,862.5920000000002,2024-09-15T07:00:00.000000,SST,2256,260.8,,,,
9/16/2024,Both_Events,2024-09-16T09:41:30.000000,2122.24,3022.08,898.208,2024-09-16T06:00:00.000000,P068,2432,309.76,,,,
9/17/2024,Both_Events,2024-09-17T20:42:29.000000,2326.08,2997.44,675.5199999999999,2024-09-17T19:00:00.000000,P068,2833,506.92,,,,
9/19/2024,Both_Events,2024-09-19T10:00:00.000000,2065.28,3198.4,1147.5839999999996,2024-09-19T07:00:00.000000,SST,2136,70.72,,,,
9/20/2024,Both_Events,2024-09-20T17:37:00.000000,2230.08,3043.2,817.2479999999999,2024-09-20T07:00:00.000000,SST,2580,349.92,,,,
9/21/2024,Supply_Only,,,,,2024-09-21T19:00:00.000000,P068,2263,2263,,,,
9/22/2024,Both_Events,2024-09-22T03:46:00.000000,2024.3200000000002,3008,977.8880000000001,2024-09-22T19:00:00.000000,SST,2172,147.68,,,,
9/23/2024,Both_Events,2024-09-23T01:55:00.000000,2108.1600000000003,3099.84,995.616,2024-09-23T19:00:00.000000,SST,2521,412.84,,,,
9/24/2024,Both_Events,2024-09-24T03:46:00.000000,2158.08,3025.6,879.5840000000002,2024-09-24T19:00:00.000000,SST,2030,-128.08,,,,
9/25/2024,Refill_Only,2024-09-25T01:53:30.000000,1904.3200000000002,3096.32,1192.512,,,,-1904.32,,,,
9/25/2024,Refill_Only,2024-09-25T22:06:00.000000,1924.8,2951.04,1015.9039999999999,,,,-1924.8,,,,
9/27/2024,Both_Events,2024-09-27T14:12:00.000000,1593.92,2936.32,1333.5359999999998,2024-09-27T07:00:00.000000,SST,1670,76.08,,,,
9/28/2024,Both_Events,2024-09-28T20:56:00.000000,2138.88,3036.16,909.8880000000001,2024-09-28T19:00:00.000000,P068,2454,315.12,,,,
9/29/2024,Supply_Only,,,,,2024-09-29T19:00:00.000000,SST,2181,2181,,,,
9/30/2024,Both_Events,2024-09-30T02:59:30.000000,1942.08,3043.2,1109.664,2024-09-30T19:00:00.000000,SST,2341,398.92,,,,
9/30/2024,Refill_Only,2024-09-30T21:44:30.000000,2070.4,3054.08,985.4720000000001,,,,-2070.4,,,,
10/2/2024,Both_Events,2024-10-02T21:06:30.000000,1712.6399999999999,3032.64,1316.3520000000003,2024-10-02T19:00:00.000000,SST,1951,238.36,,,,
10/3/2024,Both_Events,2024-10-03T20:42:30.000000,2174.4,2936.32,779.5840000000001,2024-10-03T18:00:00.000000,SST,2544,369.6,,,,
10/4/2024,Both_Events,2024-10-04T20:14:00.000000,1325.44,2268.48,941.152,2024-10-04T18:00:00.000000,SST,2382,1056.56,,,,
10/5/2024,Both_Events,2024-10-05T01:52:30.000000,1144.6399999999999,3152.64,2003.1680000000001,2024-10-05T18:00:00.000000,SST,2056,911.36,,,,
10/6/2024,Refill_Only,2024-10-06T00:45:00.000000,1875.52,3142.08,1267.712,,,,-1875.52,,,,
10/7/2024,Refill_Only,2024-10-07T00:55:00.000000,1028.8,2848,1807.136,,,,-1028.8,,,,
10/9/2024,Supply_Only,,,,,2024-10-09T19:00:00.000000,SST,2294,2294,,,,
10/10/2024,Refill_Only,2024-10-10T05:15:00.000000,2087.3599999999997,3068.16,983.0079999999998,,,,-2087.36,,,,
10/11/2024,Both_Events,2024-10-11T07:58:30.000000,2246.7200000000003,3011.52,761.7280000000001,2024-10-11T07:00:00.000000,P068,2688,441.28,,,,
10/12/2024,Both_Events,2024-10-12T09:28:00.000000,2145.6,3029.12,880.608,2024-10-12T07:00:00.000000,SST,2506,360.4,,,,
10/12/2024,Supply_Only,,,,,2024-10-12T19:00:00.000000,SST,2259,2259,,,,
10/13/2024,Both_Events,2024-10-13T04:25:30.000000,2033.28,3011.52,980.0959999999999,2024-10-13T19:00:00.000000,P068,2264,230.72,,,,
10/13/2024,Refill_Only,2024-10-13T22:51:30.000000,2016.96,3032.64,1016.992,,,,-2016.96,,,,
10/14/2024,Supply_Only,,,,,2024-10-14T19:00:00.000000,SST,2484,2484,,,,
10/15/2024,Both_Events,2024-10-15T00:58:30.000000,1476.48,3128,1144.768,2024-10-15T08:00:00.000000,SST,2232,755.52,,,,
10/15/2024,Refill_Only,2024-10-15T17:19:00.000000,2015.36,3025.6,1006.528,,,,-2015.36,,,,
10/16/2024,Both_Events,2024-10-16T14:41:00.000000,2208.96,3022.08,816.2559999999999,2024-10-16T08:00:00.000000,SST,2521,312.04,,,,
10/17/2024,Both_Events,2024-10-17T09:30:30.000000,2364.8,3180.8,821.3759999999999,2024-10-17T08:00:00.000000,SST,2542,177.2,,,,
10/18/2024,Both_Events,2024-10-18T08:40:30.000000,1946.56,2808.64,867.2,2024-10-18T08:37:23.637000,SURTIDOR-TRUCKSHOP,2203,256.44,,,,
10/18/2024,Supply_Only,,,,,2024-10-18T20:00:00.000000,P068,2485,2485,,,,
10/19/2024,Both_Events,2024-10-19T01:59:30.000000,2170.24,3043.2,875.0400000000002,2024-10-19T20:00:00.000000,SST,2149,-21.24,,,,
10/20/2024,Both_Events,2024-10-20T01:55:00.000000,1517.12,3131.52,1618.8159999999998,2024-10-20T20:00:00.000000,SST,2335,817.88,,,,
10/21/2024,Refill_Only,2024-10-21T03:29:30.000000,2087.68,3057.6,981.0880000000001,,,,-2087.68,,,,
10/22/2024,Both_Events,2024-10-22T15:44:00.000000,1808.96,3000.96,1212.192,2024-10-22T08:00:00.000000,SST,1910,101.04,,,,
10/23/2024,Both_Events,2024-10-23T20:11:00.000000,2136.6400000000003,3117.44,984.3520000000001,2024-10-23T20:00:00.000000,P068,2324,187.36,,,,
10/24/2024,Both_Events,2024-10-24T21:24:59.000000,1673.6000000000001,3096.32,1419.0079999999998,2024-10-24T20:00:00.000000,P068,1951,277.4,,,,
10/26/2024,Both_Events,2024-10-26T14:43:30.000000,2093.12,3057.6,961.632,2024-10-26T08:00:00.000000,P068,2376,282.88,,,,
10/27/2024,Both_Events,2024-10-27T10:14:00.000000,2020.8,3015.04,993.4720000000001,2024-10-27T07:00:00.000000,P068,2276,255.2,,,,
10/28/2024,Both_Events,2024-10-28T13:04:30.000000,2326.3999999999996,3166.72,844.768,2024-10-28T07:00:00.000000,P068,2561,234.6,,,,
10/28/2024,Refill_Only,2024-10-28T18:53:00.000000,2784,2784,0,,,,-2784,,,,
10/29/2024,Both_Events,2024-10-29T10:24:30.000000,1988.48,3057.6,1070.688,2024-10-29T07:00:00.000000,P068,2277,288.52,,,,
10/30/2024,Both_Events,2024-10-30T00:48:00.000000,1120.9599999999998,2882.24,1765.536,2024-10-30T07:00:00.000000,P068,1854,733.04,,,,
10/30/2024,Refill_Only,2024-10-30T12:41:30.000000,1572.8000000000002,3106.88,1533.44,,,,-1572.8,,,,
10/31/2024,Both_Events,2024-10-31T08:34:00.000000,2055.68,3015.04,960.576,2024-10-31T07:00:00.000000,SST,2290,234.32,,,,
11/1/2024,Both_Events,2024-11-01T12:59:30.000000,354.8799999999999,1969.28,964.896,2024-11-01T07:00:00.000000,SST,2257,1902.12,,,,
11/1/2024,Refill_Only,2024-11-01T14:32:00.000000,1151.68,3120.96,1130.336,,,,-1151.68,,,,
11/2/2024,Both_Events,2024-11-02T13:54:00.000000,2132.48,3099.84,972.4480000000001,2024-11-02T07:00:00.000000,SST,2278,145.52,,,,
11/3/2024,Both_Events,2024-11-03T12:55:30.000000,1973.7600000000002,3096.32,1113.408,2024-11-03T07:00:00.000000,SST,2092,118.24,,,,
11/3/2024,Supply_Only,,,,,2024-11-03T19:00:00.000000,P068,1033,1033,,,,
11/4/2024,Both_Events,2024-11-04T01:56:00.000000,1527.6799999999998,3142.08,1598.3999999999999,2024-11-04T19:00:00.000000,P068,2290,762.32,,,,
11/4/2024,Refill_Only,2024-11-04T20:32:30.000000,736.64,1741.76,1015.744,,,,-736.64,,,,
11/5/2024,Both_Events,2024-11-05T23:21:00.000000,1615.3600000000001,2631.04,1040.192,2024-11-05T19:00:00.000000,P068,2321,705.64,,,,
11/6/2024,Both_Events,2024-11-06T12:55:00.000000,1449.92,2848,1402.304,2024-11-06T07:00:00.000000,P068,2000,550.08,,,,
11/7/2024,Both_Events,2024-11-07T09:45:00.000000,2056,3039.68,984.9280000000001,2024-11-07T07:00:00.000000,P068,2302,246,,,,
11/7/2024,Supply_Only,,,,,2024-11-07T19:00:00.000000,SST,2035,2035,,,,
11/8/2024,Both_Events,2024-11-08T00:58:30.000000,1403.84,3145.6,1735.136,2024-11-08T19:00:00.000000,SST,2028,624.16,,,,
11/9/2024,Both_Events,2024-11-09T01:55:00.000000,2152.64,3128,981.344,2024-11-09T19:00:00.000000,SST,2451,298.36,,,,
11/10/2024,Both_Events,2024-11-10T05:32:30.000000,2142.72,3029.12,880.992,2024-11-10T20:00:00.000000,SST,2542,399.28,,,,
11/11/2024,Both_Events,2024-11-11T03:18:30.000000,2182.3999999999996,2975.68,804.8319999999999,2024-11-11T20:00:00.000000,SST,2739,556.6,,,,
11/12/2024,Both_Events,2024-11-12T05:34:00.000000,2307.84,3004.48,701.5360000000001,2024-11-12T20:00:00.000000,P068,2698,390.16,,,,
11/13/2024,Both_Events,2024-11-13T00:54:30.000000,2359.04,3106.88,748.4159999999999,2024-11-13T20:00:00.000000,SST,2558,198.96,,,,
11/13/2024,Refill_Only,2024-11-13T20:43:30.000000,2153.92,2848,699.6160000000001,,,,-2153.92,,,,
11/14/2024,Supply_Only,,,,,2024-11-14T20:00:00.000000,SST,2471,2471,,,,
11/15/2024,Both_Events,2024-11-15T04:48:30.000000,2194.88,3054.08,864.448,2024-11-15T20:00:00.000000,SST,2111,-83.88,,,,
11/16/2024,Both_Events,2024-11-16T04:28:00.000000,1859.8400000000001,2656,793.7919999999999,2024-11-16T20:00:00.000000,SST,1850,-9.84,,,,
11/17/2024,Both_Events,2024-11-17T01:55:00.000000,2031.04,2778.88,744.416,2024-11-17T07:00:00.000000,SST,2264,232.96,,,,
11/17/2024,Refill_Only,2024-11-17T15:41:00.000000,2059.84,3054.08,1015.4559999999999,,,,-2059.84,,,,
11/18/2024,Both_Events,2024-11-18T10:21:00.000000,2192.3199999999997,3032.64,851.2,2024-11-18T07:00:00.000000,SST,2570,377.68,,,,
11/19/2024,Both_Events,2024-11-19T08:14:00.000000,2147.2,3047.04,909.568,2024-11-19T07:00:00.000000,SST,2435,287.8,,,,
11/20/2024,Both_Events,2024-11-20T08:14:30.000000,2295.68,3015.04,726.24,2024-11-20T07:00:00.000000,SST,2713,417.32,,,,
11/21/2024,Both_Events,2024-11-21T10:02:30.000000,2173.76,3011.52,838.2720000000002,2024-11-21T07:00:00.000000,SST,2510,336.24,,,,
11/22/2024,Both_Events,2024-11-22T10:18:00.000000,2210.88,2902.08,689.7279999999998,2024-11-22T10:15:56.327000,SURTIDOR-TRUCKSHOP,2599,388.12,,,,
11/23/2024,Both_Events,2024-11-23T14:15:30.000000,2185.2799999999997,3071.68,883.3920000000002,2024-11-23T07:00:00.000000,SST,2477,291.72,,,,
11/24/2024,Both_Events,2024-11-24T14:47:30.000000,2312,2997.44,693.0880000000001,2024-11-24T07:00:00.000000,SST,2751,439,,,,
11/26/2024,Both_Events,2024-11-26T14:39:30.000000,2288.3199999999997,3064.64,779.3280000000001,2024-11-26T07:00:00.000000,P068,2668,379.68,,,,
11/27/2024,Both_Events,2024-11-27T09:54:30.000000,2027.84,3022.08,987.5840000000001,2024-11-27T07:00:00.000000,P068,2277,249.16,,,,
11/28/2024,Both_Events,2024-11-28T04:39:30.000000,1636.1600000000003,2769.28,1141.184,2024-11-28T04:37:54.860000,SURTIDOR-TRUCKSHOP,1772,135.84,,,,
11/28/2024,Both_Events,2024-11-28T23:02:30.000000,2139.84,3004.48,876,2024-11-28T19:00:00.000000,P068,2481,341.16,,,,
11/29/2024,Both_Events,2024-11-29T17:28:30.000000,2062.4,2997.44,947.0720000000001,2024-11-29T07:00:00.000000,P068,2210,147.6,,,,
11/30/2024,Both_Events,2024-11-30T09:01:30.000000,1751.6800000000003,2675.84,917.8879999999999,2024-11-30T07:00:00.000000,SST,1915,163.32,,,,
11/30/2024,Both_Events,2024-11-30T23:15:30.000000,2162.56,2975.68,814.6879999999999,2024-11-30T20:00:00.000000,SST,2543,380.44,,,,
12/2/2024,Both_Events,2024-12-02T04:29:30.000000,2047.04,2823.36,783.5839999999998,2024-12-02T04:27:25.000000,SURTIDOR-TRUCKSHOP,2361,313.96,,,,
12/2/2024,Both_Events,2024-12-02T21:51:00.000000,2038.08,3043.2,1015.1360000000001,2024-12-02T19:00:00.000000,SST,2320,281.92,,,,
12/3/2024,Both_Events,2024-12-03T20:34:30.000000,2137.92,3043.2,908.512,2024-12-03T19:00:00.000000,SST,2406,268.08,,,,
12/4/2024,Both_Events,2024-12-04T20:51:30.000000,1985.28,2690.56,706.976,2024-12-04T19:00:00.000000,SST,2320,334.72,,,,
12/5/2024,Both_Events,2024-12-05T13:53:00.000000,2022.08,2838.08,816.9920000000001,2024-12-05T07:00:00.000000,SST,2212,189.92,,,,
12/6/2024,Both_Events,2024-12-06T09:26:00.000000,2081.2799999999997,3043.2,952.5440000000001,2024-12-06T07:00:00.000000,SST,2289,207.72,,,,
12/7/2024,Both_Events,2024-12-07T15:19:00.000000,2161.6000000000004,2926.4,769.6960000000001,2024-12-07T07:00:00.000000,SST,2647,485.4,,,,
12/8/2024,Both_Events,2024-12-08T14:44:30.000000,2127.04,3043.2,916.064,2024-12-08T07:00:00.000000,SST,2349,221.96,,,,
12/9/2024,Both_Events,2024-12-09T20:54:30.000000,2036.8000000000002,2705.28,672.1599999999999,2024-12-09T19:00:00.000000,SST,2440,403.2,,,,
12/10/2024,Both_Events,2024-12-10T17:07:00.000000,2075.2,3039.68,955.9680000000001,2024-12-10T07:00:00.000000,SST,2325,249.8,,,,
12/11/2024,Both_Events,2024-12-11T15:58:30.000000,2143.68,3032.64,893.8560000000001,2024-12-11T16:35:04.740000,SURTIDOR-TRUCKSHOP,2458,314.32,,,,
12/12/2024,Refill_Only,2024-12-12T23:28:00.000000,2094.72,2921.6,827.7119999999999,,,,-2094.72,,,,
12/13/2024,Supply_Only,,,,,2024-12-13T16:45:55.980000,SURTIDOR-TRUCKSHOP,2428,2428,,,,
12/13/2024,Supply_Only,,,,,2024-12-13T19:00:00.000000,SST,2183,2183,,,,
12/14/2024,Both_Events,2024-12-14T01:54:30.000000,2037.1200000000003,2833.28,788.096,2024-12-14T19:00:00.000000,SST,2311,273.88,,,,
12/14/2024,Refill_Only,2024-12-14T22:54:00.000000,2070.3999999999996,3043.2,970.5599999999998,,,,-2070.4,,,,
12/15/2024,Both_Events,2024-12-15T21:53:30.000000,1954.24,2813.44,863.36,2024-12-15T19:00:00.000000,P068,2244,289.76,,,,
12/16/2024,Both_Events,2024-12-16T21:25:30.000000,2321.6,3216,898.208,2024-12-16T07:00:00.000000,SST,2544,222.4,,,,
12/17/2024,Supply_Only,,,,,2024-12-17T19:00:00.000000,SST,2000,2000,,,,
12/18/2024,Both_Events,2024-12-18T01:48:00.000000,2202.88,3135.04,939.7760000000001,2024-12-18T19:00:00.000000,SST,2667,464.12,,,,
12/19/2024,Refill_Only,2024-12-19T01:54:00.000000,2278.3999999999996,3043.2,780.992,,,,-2278.4,,,,
12/20/2024,Both_Events,2024-12-20T12:59:00.000000,1875.8400000000001,2729.92,849.4399999999999,2024-12-20T07:00:00.000000,SST,2050,174.16,,,,
12/20/2024,Supply_Only,,,,,2024-12-20T19:00:00.000000,SST,2264,2264,,,,
12/21/2024,Both_Events,2024-12-21T04:05:30.000000,2060.16,3022.08,947.392,2024-12-21T19:00:00.000000,SST,2362,301.84,,,,
12/21/2024,Refill_Only,2024-12-21T23:14:30.000000,2085.12,3025.6,937.1200000000001,,,,-2085.12,,,,
12/22/2024,Both_Events,2024-12-22T19:37:00.000000,2217.6,3022.08,808.1600000000001,2024-12-22T20:00:00.000000,P068,2614,396.4,,,,
12/23/2024,Both_Events,2024-12-23T16:35:30.000000,2094.7200000000003,3008,905.472,2024-12-23T08:00:00.000000,SST,2374,279.28,,,,
12/24/2024,Both_Events,2024-12-24T15:39:00.000000,2076.8,3000.96,919.2639999999999,2024-12-24T08:00:00.000000,SST,2315,238.2,,,,
12/25/2024,Both_Events,2024-12-25T13:58:30.000000,2260.16,3149.12,890.4,2024-12-25T08:00:00.000000,SST,2400,139.84,,,,
12/26/2024,Both_Events,2024-12-26T08:37:00.000000,1984.96,2887.36,901.7280000000001,2024-12-26T08:00:00.000000,P068,2600,615.04,,,,
12/26/2024,Supply_Only,,,,,2024-12-26T20:00:00.000000,SST,1502,1502,,,,
12/27/2024,Both_Events,2024-12-27T02:00:30.000000,1494.7200000000003,2675.84,1175.8719999999998,2024-12-27T08:00:00.000000,SST,2237,742.28,,,,
12/27/2024,Refill_Only,2024-12-27T16:55:30.000000,2011.5199999999998,3075.2,1070.6560000000002,,,,-2011.52,,,,
12/28/2024,Both_Events,2024-12-28T12:52:00.000000,1994.2399999999998,3170.24,1197.248,2024-12-28T07:00:00.000000,SST,2151,156.76,,,,
12/29/2024,Both_Events,2024-12-29T12:55:00.000000,1412.1599999999999,2382.08,967.296,2024-12-29T07:00:00.000000,SST,2016,603.84,,,,
12/29/2024,Supply_Only,,,,,2024-12-29T19:00:00.000000,SST,2430,2430,,,,
12/30/2024,Both_Events,2024-12-30T03:44:30.000000,2034.8799999999999,2606.08,580,2024-12-30T19:00:00.000000,SST,2436,401.12,,,,
12/30/2024,Refill_Only,2024-12-30T22:49:00.000000,1980.16,2778.88,796.6080000000001,,,,-1980.16,,,,
12/31/2024,Both_Events,2024-12-31T20:50:30.000000,2016.3200000000002,2980.8,963.232,2024-12-31T19:00:00.000000,SST,2203,186.68,,,,
1/1/2025,Both_Events,2025-01-01T20:07:00.000000,2160.96,3015.04,866.1120000000001,2025-01-01T19:00:00.000000,SST,2474,313.04,,,,
1/2/2025,Both_Events,2025-01-02T17:21:00.000000,2121.92,3032.64,919.0079999999998,2025-01-02T07:00:00.000000,SST,2560,438.08,,,,
1/3/2025,Both_Events,2025-01-03T12:51:30.000000,1850.2399999999998,3170.24,1348.576,2025-01-03T07:00:00.000000,SST,2015,164.76,,,,
1/4/2025,Both_Events,2025-01-04T10:21:00.000000,2092.16,3054.08,956,2025-01-04T07:00:00.000000,P068,2374,281.84,,,,
1/4/2025,Supply_Only,,,,,2025-01-04T19:00:00.000000,P068,1748,1748,,,,
1/5/2025,Both_Events,2025-01-05T03:13:00.000000,1411.2000000000003,3177.28,1767.4560000000006,2025-01-05T19:00:00.000000,P068,2178,766.8,,,,
1/5/2025,Refill_Only,2025-01-05T22:31:30.000000,1897.6,3057.6,1163.0720000000001,,,,-1897.6,,,,
1/6/2025,Supply_Only,,,,,2025-01-06T19:00:00.000000,P068,2511,2511,,,,
1/7/2025,Refill_Only,2025-01-07T04:45:30.000000,2159.68,3054.08,902.2719999999999,,,,-2159.68,,,,
1/9/2025,Both_Events,2025-01-09T17:17:00.000000,1707.84,2680.64,978.1759999999998,2025-01-09T07:00:00.000000,SST,2524,816.16,,,,
1/10/2025,Both_Events,2025-01-10T16:08:30.000000,1969.92,2985.6,1006.3040000000001,2025-01-10T07:00:00.000000,SST,2160,190.08,,,,
1/11/2025,Both_Events,2025-01-11T15:13:30.000000,2087.68,3047.04,958.4320000000001,2025-01-11T07:00:00.000000,SST,2318,230.32,,,,
1/12/2025,Both_Events,2025-01-12T16:33:30.000000,2157.7599999999998,3057.6,904.6719999999999,2025-01-12T07:00:00.000000,SST,2416,258.24,,,,
1/13/2025,Both_Events,2025-01-13T12:54:00.000000,2257.92,3068.16,804.5759999999999,2025-01-13T07:00:00.000000,SST,2543,285.08,,,,
1/13/2025,Supply_Only,,,,,2025-01-13T19:00:00.000000,SST,2265,2265,,,,
1/14/2025,Both_Events,2025-01-14T03:49:30.000000,2067.2,3029.12,976.2880000000001,2025-01-14T19:00:00.000000,SST,2472,404.8,,,,
1/14/2025,Refill_Only,2025-01-14T20:42:00.000000,2165.12,3032.64,866.912,,,,-2165.12,,,,
1/15/2025,Both_Events,2025-01-15T17:08:00.000000,2129.92,3008,872.2239999999999,2025-01-15T07:00:00.000000,SST,2402,272.08,,,,
1/16/2025,Both_Events,2025-01-16T14:51:00.000000,2307.84,3004.48,699.904,2025-01-16T07:00:00.000000,P068,2821,513.16,,,,
1/17/2025,Both_Events,2025-01-17T14:27:30.000000,2429.44,3004.48,585.1200000000001,2025-01-17T07:00:00.000000,SST,2544,114.56,,,,
1/18/2025,Both_Events,2025-01-18T16:37:30.000000,2226.2400000000002,2993.92,759.4240000000001,2025-01-18T07:00:00.000000,SST,2668,441.76,,,,
1/19/2025,Both_Events,2025-01-19T20:17:30.000000,2183.04,3039.68,852.576,2025-01-19T19:00:00.000000,P068,2534,350.96,,,,
1/20/2025,Both_Events,2025-01-20T21:06:30.000000,2119.3599999999997,2946.24,828.1600000000001,2025-01-20T21:03:45.330000,SURTIDOR-TRUCKSHOP,2444,324.64,,,,
1/21/2025,Both_Events,2025-01-21T17:30:30.000000,2104,3036.16,931.6479999999999,2025-01-21T06:00:00.000000,SST,2372,268,,,,
1/22/2025,Both_Events,2025-01-22T16:26:00.000000,2067.52,3008,943.9039999999999,2025-01-22T06:00:00.000000,P068,2400,332.48,,,,
1/23/2025,Both_Events,2025-01-23T23:42:30.000000,2157.1200000000003,2724.8,577.4720000000001,2025-01-23T23:40:39.860000,SURTIDOR-TRUCKSHOP,2564,406.88,,,,
1/24/2025,Both_Events,2025-01-24T16:55:00.000000,2219.2,2941.44,722.2719999999999,2025-01-24T06:00:00.000000,SST,2645,425.8,,,,
1/25/2025,Both_Events,2025-01-25T22:01:00.000000,2272.3199999999997,3054.08,775.008,2025-01-25T19:00:00.000000,P068,2648,375.68,,,,
1/26/2025,Both_Events,2025-01-26T23:32:30.000000,2197.44,2970.88,765.376,2025-01-26T19:00:00.000000,P068,2600,402.56,,,,
1/27/2025,Both_Events,2025-01-27T21:03:00.000000,2208.3199999999997,3018.56,808.48,2025-01-27T19:00:00.000000,P068,2630,421.68,,,,
1/28/2025,Both_Events,2025-01-28T21:32:30.000000,2156.48,2960.96,792.064,2025-01-28T19:00:00.000000,P068,2531,374.52,,,,
1/29/2025,Both_Events,2025-01-29T22:01:00.000000,2327.6800000000003,3004.48,673.5040000000001,2025-01-29T19:00:00.000000,P068,2730,402.32,,,,
1/30/2025,Both_Events,2025-01-30T16:26:30.000000,1764.8000000000002,2566.4,801.1200000000001,2025-01-30T07:00:00.000000,SST,2008,243.2,,,,
1/31/2025,Both_Events,2025-01-31T08:12:30.000000,2144,3022.08,885.216,2025-01-31T07:00:00.000000,P068,2505,361,,,,
1/31/2025,Supply_Only,,,,,2025-01-31T19:00:00.000000,P068,2393,2393,,,,
2/1/2025,Both_Events,2025-02-01T02:10:30.000000,2109.12,3057.6,947.616,2025-02-01T18:00:00.000000,P068,2281,171.88,,,,
2/1/2025,Refill_Only,2025-02-01T21:16:30.000000,2053.4399999999996,3039.68,1003.424,,,,-2053.44,,,,
2/2/2025,Both_Events,2025-02-02T16:51:30.000000,2029.12,3004.48,977.824,2025-02-02T06:00:00.000000,SST,2243,213.88,,,,
2/3/2025,Both_Events,2025-02-03T16:44:00.000000,2039.3600000000001,2990.4,952.7040000000001,2025-02-03T06:00:00.000000,SST,2281,241.64,,,,
2/4/2025,Both_Events,2025-02-04T15:34:30.000000,2043.84,3022.08,990.5279999999999,2025-02-04T06:00:00.000000,SST,2248,204.16,,,,
2/5/2025,Both_Events,2025-02-05T09:41:00.000000,1985.6,2798.72,810.752,2025-02-05T06:00:00.000000,P068,2222,236.4,,,,
2/5/2025,Supply_Only,,,,,2025-02-05T19:00:00.000000,SST,2048,2048,,,,
2/6/2025,Both_Events,2025-02-06T03:09:30.000000,1747.52,2447.04,707.232,2025-02-06T06:00:00.000000,SST,2045,297.48,,,,
2/6/2025,Refill_Only,2025-02-06T13:56:30.000000,1909.12,3149.12,1230.9119999999998,,,,-1909.12,,,,
2/7/2025,Both_Events,2025-02-07T22:29:30.000000,356.48,2536.32,992.9279999999999,2025-02-07T19:00:00.000000,SST,2307,1950.52,,,,
2/8/2025,Both_Events,2025-02-08T16:05:30.000000,1993.9199999999998,3025.6,1030.592,2025-02-08T06:00:00.000000,SST,2171,177.08,,,,
2/9/2025,Both_Events,2025-02-09T12:49:30.000000,1882.56,3128,1257.056,2025-02-09T06:00:00.000000,SST,2057,174.44,,,,
2/10/2025,Both_Events,2025-02-10T14:58:30.000000,1250.2400000000002,1814.4,576.4159999999999,2025-02-10T14:58:04.560000,SURTIDOR-TRUCKSHOP,1464,213.76,,,,
2/10/2025,Both_Events,2025-02-10T20:56:30.000000,1337.2800000000002,2288.32,937.3760000000002,2025-02-10T19:00:00.000000,P068,2370,1032.72,,,,
2/11/2025,Both_Events,2025-02-11T14:37:30.000000,1323.8400000000001,2051.84,730.208,2025-02-11T14:35:25.530000,SURTIDOR-TRUCKSHOP,1527,203.16,,,,
2/12/2025,Both_Events,2025-02-12T02:44:00.000000,2150.08,3117.44,970.016,2025-02-12T02:40:14.140000,SURTIDOR-TRUCKSHOP,2350,199.92,,,,
2/12/2025,Supply_Only,,,,,2025-02-12T19:00:00.000000,SST,2376,2376,,,,
