DeltaFuel,RefillTimeStamp,before_avg,after_avg,Origin,SupplyTimeStamp,FuelLevelLiters,time_discrepancy,fuel_discrepancy,supply_turno,refill_turno,classification,event_type
1101.1200000000001,2024-08-28T01:50:00.000000,928.128,2019.5520000000001,SST,2024-08-28T07:00:00.000000,2209.0,18600,1107.8799999999999,D,N,TSAtrasado,Both_Events
2018.56,2024-08-28T10:43:00.000000,1031.9360000000001,3076.2239999999997,SST,2024-08-28T07:00:00.000000,2209.0,13380,190.44000000000005,D,D,TSNormal,Both_Events
2150.7200000000003,2024-08-29T21:57:30.000000,843.6800000000001,2994.8160000000003,P068,2024-08-29T19:00:00.000000,2484.0,10650,333.27999999999975,N,N,TSNormal,Both_Events
1818.88,2024-08-30T16:13:30.000000,1281.0880000000002,3114.6240000000003,SST,2024-08-30T07:00:00.000000,2038.0,33210,219.1199999999999,D,D,TSNormal,Both_Events
2040.32,2024-09-01T03:41:00.000000,1016.4799999999999,3066.0480000000002,SURTIDOR-TRUCKSHOP,2024-09-01T03:38:47.180000,2267.0,132,226.68000000000006,N,N,TSNormal,Both_Events
1673.6,2024-09-01T21:12:30.000000,1400.48,3088.576,SST,2024-09-01T19:00:00.000000,1954.0,7950,280.4000000000001,N,N,TSNormal,Both_Events
2094.72,2024-09-02T17:34:30.000000,808.48,2908.3199999999997,SURTIDOR-TRUCKSHOP,2024-09-02T17:32:40.543000,2450.0,109,355.2800000000002,D,D,TSNormal,Both_Events
2120.96,2024-09-03T10:49:00.000000,904.384,3038.4,P068,2024-09-03T08:00:00.000000,2422.0,10140,301.03999999999996,D,D,TSNormal,Both_Events
2346.88,2024-09-04T10:05:30.000000,594.144,2991.5199999999995,SST,2024-09-04T08:00:00.000000,2867.0,7530,520.1199999999999,D,D,TSNormal,Both_Events
2156.7999999999997,2024-09-05T15:22:30.000000,891.7119999999999,3049.7599999999998,SURTIDOR-TRUCKSHOP,2024-09-05T15:20:52.920000,2568.0,97,411.2000000000003,D,D,TSNormal,Both_Events
1824.3200000000002,2024-09-06T13:21:00.000000,1068.0639999999999,2914.304,SST,2024-09-06T08:00:00.000000,1872.0,19260,47.679999999999836,D,D,TSNormal,Both_Events
2099.2,2024-09-07T09:27:30.000000,944.96,3072.0,P068,2024-09-07T08:00:00.000000,2426.0,5250,326.8000000000002,D,D,TSNormal,Both_Events
,,,,SST,2024-09-08T08:00:00.000000,2265.0,,,D,N,TSAtrasado,Supply_Only
2047.3600000000001,2024-09-08T08:36:00.000000,1014.592,3068.5119999999997,SURTIDOR-TRUCKSHOP,2024-09-08T15:05:56.993000,2637.0,23396,589.6399999999999,D,D,TSAtrasado,Both_Events
2174.72,2024-09-09T08:15:00.000000,845.568,3058.9120000000003,SST,2024-09-09T08:00:00.000000,2524.0,900,349.2800000000002,D,D,TSNormal,Both_Events
2082.56,2024-09-10T08:43:00.000000,727.9680000000001,2816.928,SURTIDOR-TRUCKSHOP,2024-09-10T08:41:46.240000,2461.0,73,378.44000000000005,D,D,TSNormal,Both_Events
1832.9599999999998,2024-09-11T03:37:00.000000,844.8,2671.7120000000004,SURTIDOR-TRUCKSHOP,2024-09-11T03:35:04.780000,2572.0,115,739.0400000000002,N,N,TSNormal,Both_Events
1828.48,2024-09-11T21:50:30.000000,990.816,2851.8720000000003,SST,2024-09-11T20:00:00.000000,2013.0,6630,184.51999999999998,N,N,TSNormal,Both_Events
2140.4799999999996,2024-09-12T21:00:00.000000,726.848,2874.912,SST,2024-09-12T20:00:00.000000,2506.0,3600,365.52000000000044,N,N,TSNormal,Both_Events
2100.16,2024-09-13T16:00:00.000000,979.424,3105.12,,,,,,N,D,TSAtrasado,Refill_Only
2371.2,2024-09-14T15:13:00.000000,578.208,2960.0319999999997,SST,2024-09-14T08:00:00.000000,2806.0,25980,434.8000000000002,D,D,TSNormal,Both_Events
903.6800000000001,2024-09-15T02:00:30.000000,1991.52,2887.2,SST,2024-09-15T07:00:00.000000,2256.0,17970,1352.32,D,N,TSAtrasado,Both_Events
1995.1999999999998,2024-09-15T17:03:30.000000,862.5920000000002,2864.096,SST,2024-09-15T07:00:00.000000,2256.0,36210,260.8000000000002,D,D,TSNormal,Both_Events
2122.24,2024-09-16T09:41:30.000000,898.208,3061.0559999999996,P068,2024-09-16T06:00:00.000000,2432.0,13290,309.7600000000002,D,D,TSNormal,Both_Events
2326.08,2024-09-17T20:42:29.000000,675.5199999999999,3065.92,P068,2024-09-17T19:00:00.000000,2833.0,6149,506.9200000000001,N,N,TSNormal,Both_Events
2065.28,2024-09-19T10:00:00.000000,1147.5839999999996,3185.728,SST,2024-09-19T07:00:00.000000,2136.0,10800,70.7199999999998,D,D,TSNormal,Both_Events
2230.08,2024-09-20T17:37:00.000000,817.2479999999999,3094.56,SST,2024-09-20T07:00:00.000000,2580.0,38220,349.9200000000001,D,D,TSNormal,Both_Events
2024.3200000000002,2024-09-22T03:46:00.000000,977.8880000000001,3026.3039999999996,P068,2024-09-21T19:00:00.000000,2263.0,31560,238.67999999999984,N,N,TSNormal,Both_Events
2108.1600000000003,2024-09-23T01:55:00.000000,995.616,3101.6,SST,2024-09-22T19:00:00.000000,2172.0,24900,63.83999999999969,N,N,TSNormal,Both_Events
2158.08,2024-09-24T03:46:00.000000,879.5840000000002,3039.104,SST,2024-09-23T19:00:00.000000,2521.0,31560,362.9200000000001,N,N,TSNormal,Both_Events
1904.3200000000002,2024-09-25T01:53:30.000000,1192.512,3116.7359999999994,SST,2024-09-24T19:00:00.000000,2030.0,24810,125.67999999999984,N,N,TSNormal,Both_Events
1924.8,2024-09-25T22:06:00.000000,1015.9039999999999,2980.16,,,,,,N,N,TSAtrasado,Refill_Only
1593.92,2024-09-27T14:12:00.000000,1333.5359999999998,2930.88,SST,2024-09-27T07:00:00.000000,1670.0,25920,76.07999999999993,D,D,TSNormal,Both_Events
2138.88,2024-09-28T20:56:00.000000,909.8880000000001,3073.7920000000004,P068,2024-09-28T19:00:00.000000,2454.0,6960,315.1199999999999,N,N,TSNormal,Both_Events
1942.08,2024-09-30T02:59:30.000000,1109.664,3082.944,SST,2024-09-29T19:00:00.000000,2181.0,28770,238.92000000000007,N,N,TSNormal,Both_Events
2070.4,2024-09-30T21:44:30.000000,985.4720000000001,3078.0160000000005,SST,2024-09-30T19:00:00.000000,2341.0,9870,270.5999999999999,N,N,TSNormal,Both_Events
1712.6399999999999,2024-10-02T21:06:30.000000,1316.3520000000003,3071.68,SST,2024-10-02T19:00:00.000000,1951.0,7590,238.36000000000013,N,N,TSNormal,Both_Events
2174.4,2024-10-03T20:42:30.000000,779.5840000000001,2975.136,SST,2024-10-03T18:00:00.000000,2544.0,9750,369.5999999999999,N,N,TSNormal,Both_Events
1325.44,2024-10-04T20:14:00.000000,941.152,2268.1279999999997,SST,2024-10-04T18:00:00.000000,2382.0,8040,1056.56,N,N,TSNormal,Both_Events
1144.6399999999999,2024-10-05T01:52:30.000000,2003.1680000000001,3160.384,SST,2024-10-04T18:00:00.000000,2382.0,28350,1237.3600000000001,N,N,TSNormal,Both_Events
1875.52,2024-10-06T00:45:00.000000,1267.712,3160.736,SST,2024-10-05T18:00:00.000000,2056.0,24300,180.48000000000002,N,N,TSNormal,Both_Events
1028.8,2024-10-07T00:55:00.000000,1807.136,2837.0240000000003,,,,,,N,N,TSAtrasado,Refill_Only
2087.3599999999997,2024-10-10T05:15:00.000000,983.0079999999998,3064.2879999999996,SST,2024-10-09T19:00:00.000000,2294.0,36900,206.64000000000033,N,N,TSNormal,Both_Events
2246.7200000000003,2024-10-11T07:58:30.000000,761.7280000000001,3048.32,P068,2024-10-11T07:00:00.000000,2688.0,3510,441.27999999999975,D,D,TSNormal,Both_Events
2145.6,2024-10-12T09:28:00.000000,880.608,3059.968,SST,2024-10-12T07:00:00.000000,2506.0,8880,360.4000000000001,D,D,TSNormal,Both_Events
2033.28,2024-10-13T04:25:30.000000,980.0959999999999,3037.3119999999994,SST,2024-10-12T19:00:00.000000,2259.0,33930,225.72000000000003,N,N,TSNormal,Both_Events
2016.96,2024-10-13T22:51:30.000000,1016.992,3064.288,P068,2024-10-13T19:00:00.000000,2264.0,13890,247.03999999999996,N,N,TSNormal,Both_Events
216.31999999999994,2024-10-15T00:12:00.000000,982.2720000000002,2985.984,SST,2024-10-14T19:00:00.000000,2484.0,18720,2267.6800000000003,N,N,TSNormal,Both_Events
1476.48,2024-10-15T00:58:30.000000,1144.768,3135.04,SST,2024-10-14T19:00:00.000000,2484.0,21510,1007.52,N,N,TSNormal,Both_Events
2015.36,2024-10-15T17:19:00.000000,1006.528,3084.576,SST,2024-10-15T08:00:00.000000,2232.0,33540,216.6400000000001,D,D,TSNormal,Both_Events
2208.96,2024-10-16T14:41:00.000000,816.2559999999999,3026.6879999999996,SST,2024-10-16T08:00:00.000000,2521.0,24060,312.03999999999996,D,D,TSNormal,Both_Events
2364.8,2024-10-17T09:30:30.000000,821.3759999999999,3182.912,SST,2024-10-17T08:00:00.000000,2542.0,5430,177.19999999999982,D,D,TSNormal,Both_Events
1946.56,2024-10-18T08:40:30.000000,867.2,2828.2559999999994,SURTIDOR-TRUCKSHOP,2024-10-18T08:37:23.637000,2203.0,186,256.44000000000005,D,D,TSNormal,Both_Events
2170.24,2024-10-19T01:59:30.000000,875.0400000000002,3074.4959999999996,P068,2024-10-18T20:00:00.000000,2485.0,21570,314.7600000000002,N,N,TSNormal,Both_Events
1517.12,2024-10-20T01:55:00.000000,1618.8159999999998,3143.136,SST,2024-10-19T20:00:00.000000,2149.0,21300,631.8800000000001,N,N,TSNormal,Both_Events
2087.68,2024-10-21T03:29:30.000000,981.0880000000001,3095.264,SST,2024-10-20T20:00:00.000000,2335.0,26970,247.32000000000016,N,N,TSNormal,Both_Events
1808.96,2024-10-22T15:44:00.000000,1212.192,2992.832,SST,2024-10-22T08:00:00.000000,1910.0,27840,101.03999999999996,D,D,TSNormal,Both_Events
2136.6400000000003,2024-10-23T20:11:00.000000,984.3520000000001,3124.1279999999997,P068,2024-10-23T20:00:00.000000,2324.0,660,187.35999999999967,N,N,TSNormal,Both_Events
1673.6000000000001,2024-10-24T21:24:59.000000,1419.0079999999998,3112.864,P068,2024-10-24T20:00:00.000000,1951.0,5099,277.39999999999986,N,N,TSNormal,Both_Events
2093.12,2024-10-26T14:43:30.000000,961.632,3091.3920000000007,P068,2024-10-26T08:00:00.000000,2376.0,24210,282.8800000000001,D,D,TSNormal,Both_Events
2020.8,2024-10-27T10:14:00.000000,993.4720000000001,3052.192,P068,2024-10-27T07:00:00.000000,2276.0,11640,255.20000000000005,D,D,TSNormal,Both_Events
2326.3999999999996,2024-10-28T13:04:30.000000,844.768,3184.32,P068,2024-10-28T07:00:00.000000,2561.0,21870,234.60000000000036,D,D,TSNormal,Both_Events
1988.48,2024-10-29T10:24:30.000000,1070.688,3099.1040000000003,P068,2024-10-29T07:00:00.000000,2277.0,12270,288.52,D,D,TSNormal,Both_Events
1120.9599999999998,2024-10-30T00:48:00.000000,1765.536,2881.2480000000005,P068,2024-10-30T07:00:00.000000,1854.0,22320,733.0400000000002,D,N,TSAtrasado,Both_Events
1572.8000000000002,2024-10-30T12:41:30.000000,1533.44,3141.728,P068,2024-10-30T07:00:00.000000,1854.0,20490,281.1999999999998,D,D,TSNormal,Both_Events
2055.68,2024-10-31T08:34:00.000000,960.576,3019.264,SST,2024-10-31T07:00:00.000000,2290.0,5640,234.32000000000016,D,D,TSNormal,Both_Events
354.8799999999999,2024-11-01T12:59:30.000000,964.896,3116.3839999999996,SST,2024-11-01T07:00:00.000000,2257.0,21570,1902.1200000000001,D,D,TSNormal,Both_Events
1151.68,2024-11-01T14:32:00.000000,1130.336,3114.272,SST,2024-11-01T07:00:00.000000,2257.0,27120,1105.32,D,D,TSNormal,Both_Events
2132.48,2024-11-02T13:54:00.000000,972.4480000000001,3103.0080000000007,SST,2024-11-02T07:00:00.000000,2278.0,24840,145.51999999999998,D,D,TSNormal,Both_Events
1973.7600000000002,2024-11-03T12:55:30.000000,1113.408,3088.576,SST,2024-11-03T07:00:00.000000,2092.0,21330,118.23999999999978,D,D,TSNormal,Both_Events
1527.6799999999998,2024-11-04T01:56:00.000000,1598.3999999999999,3150.88,P068,2024-11-03T19:00:00.000000,1033.0,24960,494.67999999999984,N,N,TSNormal,Both_Events
1056.9599999999998,2024-11-04T20:35:30.000000,1015.744,3053.76,P068,2024-11-04T19:00:00.000000,2290.0,5730,1233.0400000000002,N,N,TSNormal,Both_Events
1615.3600000000001,2024-11-05T23:21:00.000000,1040.192,2650.3680000000004,P068,2024-11-05T19:00:00.000000,2321.0,15660,705.6399999999999,N,N,TSNormal,Both_Events
1449.92,2024-11-06T12:55:00.000000,1402.304,3108.96,P068,2024-11-06T07:00:00.000000,2000.0,21300,550.0799999999999,D,D,TSNormal,Both_Events
2056.0,2024-11-07T09:45:00.000000,984.9280000000001,3069.184,P068,2024-11-07T07:00:00.000000,2302.0,9900,246.0,D,D,TSNormal,Both_Events
1403.84,2024-11-08T00:58:30.000000,1735.136,3144.192,SST,2024-11-07T19:00:00.000000,2035.0,21510,631.1600000000001,N,N,TSNormal,Both_Events
2152.64,2024-11-09T01:55:00.000000,981.344,3148.064,SST,2024-11-08T19:00:00.000000,2028.0,24900,124.63999999999987,N,N,TSNormal,Both_Events
2142.72,2024-11-10T05:32:30.000000,880.992,3048.6400000000003,SST,2024-11-09T19:00:00.000000,2451.0,37950,308.2800000000002,N,N,TSNormal,Both_Events
2182.3999999999996,2024-11-11T03:18:30.000000,804.8319999999999,3006.2399999999993,SST,2024-11-10T20:00:00.000000,2542.0,26310,359.60000000000036,N,N,TSNormal,Both_Events
2307.84,2024-11-12T05:34:00.000000,701.5360000000001,3029.888,SST,2024-11-11T20:00:00.000000,2739.0,34440,431.15999999999985,N,N,TSNormal,Both_Events
2359.04,2024-11-13T00:54:30.000000,748.4159999999999,3133.984,P068,2024-11-12T20:00:00.000000,2698.0,17670,338.96000000000004,N,N,TSNormal,Both_Events
2153.92,2024-11-13T20:43:30.000000,699.6160000000001,2844.448,SST,2024-11-13T20:00:00.000000,2558.0,2610,404.0799999999999,N,N,TSNormal,Both_Events
2194.88,2024-11-15T04:48:30.000000,864.448,3059.7120000000004,SST,2024-11-14T20:00:00.000000,2471.0,31710,276.1199999999999,N,N,TSNormal,Both_Events
1859.8400000000001,2024-11-16T04:28:00.000000,793.7919999999999,2644.3520000000003,SST,2024-11-15T20:00:00.000000,2111.0,30480,251.15999999999985,N,N,TSNormal,Both_Events
,,,,SST,2024-11-16T20:00:00.000000,1850.0,,,N,N,TSAtrasado,Supply_Only
2031.04,2024-11-17T01:55:00.000000,744.416,2788.8640000000005,SST,2024-11-17T07:00:00.000000,2264.0,18300,232.96000000000004,D,N,TSAtrasado,Both_Events
2059.84,2024-11-17T15:41:00.000000,1015.4559999999999,3055.3920000000003,SST,2024-11-17T07:00:00.000000,2264.0,31260,204.15999999999985,D,D,TSNormal,Both_Events
2192.3199999999997,2024-11-18T10:21:00.000000,851.2,3085.0559999999996,SST,2024-11-18T07:00:00.000000,2570.0,12060,377.6800000000003,D,D,TSNormal,Both_Events
2147.2,2024-11-19T08:14:00.000000,909.568,3070.272,SST,2024-11-19T07:00:00.000000,2435.0,4440,287.8000000000002,D,D,TSNormal,Both_Events
2295.68,2024-11-20T08:14:30.000000,726.24,3023.4880000000003,SST,2024-11-20T07:00:00.000000,2713.0,4470,417.32000000000016,D,D,TSNormal,Both_Events
2173.76,2024-11-21T10:02:30.000000,838.2720000000002,3025.312,SST,2024-11-21T07:00:00.000000,2510.0,10950,336.2399999999998,D,D,TSNormal,Both_Events
2210.88,2024-11-22T10:18:00.000000,689.7279999999998,2898.9759999999997,SURTIDOR-TRUCKSHOP,2024-11-22T10:15:56.327000,2599.0,123,388.1199999999999,D,D,TSNormal,Both_Events
2185.2799999999997,2024-11-23T14:15:30.000000,883.3920000000002,3086.816,SST,2024-11-23T07:00:00.000000,2477.0,26130,291.72000000000025,D,D,TSNormal,Both_Events
2312.0,2024-11-24T14:47:30.000000,693.0880000000001,3019.616,SST,2024-11-24T07:00:00.000000,2751.0,28050,439.0,D,D,TSNormal,Both_Events
2288.3199999999997,2024-11-26T14:39:30.000000,779.3280000000001,3101.952,P068,2024-11-26T07:00:00.000000,2668.0,27570,379.6800000000003,D,D,TSNormal,Both_Events
2027.84,2024-11-27T09:54:30.000000,987.5840000000001,3052.9280000000003,P068,2024-11-27T07:00:00.000000,2277.0,10470,249.16000000000008,D,D,TSNormal,Both_Events
1636.1600000000003,2024-11-28T04:39:30.000000,1141.184,2783.4559999999997,SURTIDOR-TRUCKSHOP,2024-11-28T04:37:54.860000,1772.0,95,135.8399999999997,N,N,TSNormal,Both_Events
2139.84,2024-11-28T23:02:30.000000,876.0,3034.848,P068,2024-11-28T19:00:00.000000,2481.0,14550,341.15999999999985,N,N,TSNormal,Both_Events
2062.4,2024-11-29T17:28:30.000000,947.0720000000001,3017.5360000000005,P068,2024-11-29T07:00:00.000000,2210.0,37710,147.5999999999999,D,D,TSNormal,Both_Events
1751.6800000000003,2024-11-30T09:01:30.000000,917.8879999999999,2660.352,SST,2024-11-30T07:00:00.000000,1915.0,7290,163.3199999999997,D,D,TSNormal,Both_Events
2162.56,2024-11-30T23:15:30.000000,814.6879999999999,3000.8959999999997,SST,2024-11-30T20:00:00.000000,2543.0,11730,380.44000000000005,N,N,TSNormal,Both_Events
2047.04,2024-12-02T04:29:30.000000,783.5839999999998,2843.936,SURTIDOR-TRUCKSHOP,2024-12-02T04:27:25.000000,2361.0,125,313.96000000000004,N,N,TSNormal,Both_Events
2038.08,2024-12-02T21:51:00.000000,1015.1360000000001,3065.3439999999996,SST,2024-12-02T19:00:00.000000,2320.0,10260,281.9200000000001,N,N,TSNormal,Both_Events
2137.92,2024-12-03T20:34:30.000000,908.512,3043.008,SST,2024-12-03T19:00:00.000000,2406.0,5670,268.0799999999999,N,N,TSNormal,Both_Events
1985.28,2024-12-04T20:51:30.000000,706.976,2699.776,SST,2024-12-04T19:00:00.000000,2320.0,6690,334.72,N,N,TSNormal,Both_Events
2022.08,2024-12-05T13:53:00.000000,816.9920000000001,2848.832,SST,2024-12-05T07:00:00.000000,2212.0,24780,189.92000000000007,D,D,TSNormal,Both_Events
2081.2799999999997,2024-12-06T09:26:00.000000,952.5440000000001,3034.464,SST,2024-12-06T07:00:00.000000,2289.0,8760,207.72000000000025,D,D,TSNormal,Both_Events
2161.6000000000004,2024-12-07T15:19:00.000000,769.6960000000001,2935.392,SST,2024-12-07T07:00:00.000000,2647.0,29940,485.39999999999964,D,D,TSNormal,Both_Events
2127.04,2024-12-08T14:44:30.000000,916.064,3030.528,SST,2024-12-08T07:00:00.000000,2349.0,27870,221.96000000000004,D,D,TSNormal,Both_Events
2036.8000000000002,2024-12-09T20:54:30.000000,672.1599999999999,2691.9680000000003,SST,2024-12-09T19:00:00.000000,2440.0,6870,403.1999999999998,N,N,TSNormal,Both_Events
2075.2,2024-12-10T17:07:00.000000,955.9680000000001,3051.136,SST,2024-12-10T07:00:00.000000,2325.0,36420,249.80000000000018,D,D,TSNormal,Both_Events
2143.68,2024-12-11T15:58:30.000000,893.8560000000001,3065.984,SURTIDOR-TRUCKSHOP,2024-12-11T16:35:04.740000,2458.0,2194,314.32000000000016,D,D,TSAtrasado,Both_Events
2094.72,2024-12-12T23:28:00.000000,827.7119999999999,2923.072,,,,,,N,N,TSAtrasado,Refill_Only
,,,,SST,2024-12-13T19:00:00.000000,2183.0,,,N,N,TSAtrasado,Supply_Only
2037.1200000000003,2024-12-14T01:54:30.000000,788.096,2864.096,SURTIDOR-TRUCKSHOP,2024-12-13T16:45:55.980000,2428.0,32914,390.87999999999965,D,N,TSNormal,Both_Events
2070.3999999999996,2024-12-14T22:54:00.000000,970.5599999999998,3053.632,SST,2024-12-14T19:00:00.000000,2311.0,14040,240.60000000000036,N,N,TSNormal,Both_Events
1954.24,2024-12-15T21:53:30.000000,863.36,2822.816,P068,2024-12-15T19:00:00.000000,2244.0,10410,289.76,N,N,TSNormal,Both_Events
,,,,SST,2024-12-16T07:00:00.000000,2544.0,,,D,N,TSAtrasado,Supply_Only
2321.6,2024-12-16T21:25:30.000000,898.208,3207.904,,,,,,N,N,TSAtrasado,Refill_Only
2202.88,2024-12-18T01:48:00.000000,939.7760000000001,3138.56,SST,2024-12-17T19:00:00.000000,2000.0,24480,202.8800000000001,N,N,TSNormal,Both_Events
2278.3999999999996,2024-12-19T01:54:00.000000,780.992,3081.888,SST,2024-12-18T19:00:00.000000,2667.0,24840,388.60000000000036,N,N,TSNormal,Both_Events
1875.8400000000001,2024-12-20T12:59:00.000000,849.4399999999999,2736.2239999999997,SST,2024-12-20T07:00:00.000000,2050.0,21540,174.15999999999985,D,D,TSNormal,Both_Events
2060.16,2024-12-21T04:05:30.000000,947.392,3022.7839999999997,SST,2024-12-20T19:00:00.000000,2264.0,32730,203.84000000000015,N,N,TSNormal,Both_Events
2085.12,2024-12-21T23:14:30.000000,937.1200000000001,3029.152,SST,2024-12-21T19:00:00.000000,2362.0,15270,276.8800000000001,N,N,TSNormal,Both_Events
2217.6,2024-12-22T19:37:00.000000,808.1600000000001,3066.3680000000004,P068,2024-12-22T20:00:00.000000,2614.0,1380,396.4000000000001,N,N,TSAtrasado,Both_Events
2094.7200000000003,2024-12-23T16:35:30.000000,905.472,3007.2960000000003,SST,2024-12-23T08:00:00.000000,2374.0,30930,279.27999999999975,D,D,TSNormal,Both_Events
2076.8,2024-12-24T15:39:00.000000,919.2639999999999,3000.7039999999997,SST,2024-12-24T08:00:00.000000,2315.0,27540,238.19999999999982,D,D,TSNormal,Both_Events
2260.16,2024-12-25T13:58:30.000000,890.4,3174.8160000000007,SST,2024-12-25T08:00:00.000000,2400.0,21510,139.84000000000015,D,D,TSNormal,Both_Events
1984.96,2024-12-26T08:37:00.000000,901.7280000000001,2891.104,P068,2024-12-26T08:00:00.000000,2600.0,2220,615.04,D,D,TSNormal,Both_Events
1494.7200000000003,2024-12-27T02:00:30.000000,1175.8719999999998,2672.768,SST,2024-12-26T20:00:00.000000,1502.0,21630,7.279999999999745,N,N,TSNormal,Both_Events
2011.5199999999998,2024-12-27T16:55:30.000000,1070.6560000000002,3105.12,SST,2024-12-27T08:00:00.000000,2237.0,32130,225.48000000000025,D,D,TSNormal,Both_Events
1994.2399999999998,2024-12-28T12:52:00.000000,1197.248,3193.472,SST,2024-12-28T07:00:00.000000,2151.0,21120,156.76000000000022,D,D,TSNormal,Both_Events
1412.1599999999999,2024-12-29T12:55:00.000000,967.296,2377.6639999999998,SST,2024-12-29T07:00:00.000000,2016.0,21300,603.8400000000001,D,D,TSNormal,Both_Events
2034.8799999999999,2024-12-30T03:44:30.000000,580.0,2624.5440000000003,SST,2024-12-29T19:00:00.000000,2430.0,31470,395.1200000000001,N,N,TSNormal,Both_Events
1980.16,2024-12-30T22:49:00.000000,796.6080000000001,2762.8160000000003,SST,2024-12-30T19:00:00.000000,2436.0,13740,455.8399999999999,N,N,TSNormal,Both_Events
2016.3200000000002,2024-12-31T20:50:30.000000,963.232,2966.944,SST,2024-12-31T19:00:00.000000,2203.0,6630,186.67999999999984,N,N,TSNormal,Both_Events
2160.96,2025-01-01T20:07:00.000000,866.1120000000001,3030.2399999999993,SST,2025-01-01T19:00:00.000000,2474.0,4020,313.03999999999996,N,N,TSNormal,Both_Events
2121.92,2025-01-02T17:21:00.000000,919.0079999999998,3097.0240000000003,SST,2025-01-02T07:00:00.000000,2560.0,37260,438.0799999999999,D,D,TSNormal,Both_Events
1850.2399999999998,2025-01-03T12:51:30.000000,1348.576,3188.5440000000003,SST,2025-01-03T07:00:00.000000,2015.0,21090,164.76000000000022,D,D,TSNormal,Both_Events
2092.16,2025-01-04T10:21:00.000000,956.0,3079.7760000000003,P068,2025-01-04T07:00:00.000000,2374.0,12060,281.84000000000015,D,D,TSNormal,Both_Events
1411.2000000000003,2025-01-05T03:13:00.000000,1767.4560000000006,3190.656,P068,2025-01-04T19:00:00.000000,1748.0,29580,336.7999999999997,N,N,TSNormal,Both_Events
1897.6,2025-01-05T22:31:30.000000,1163.0720000000001,3091.04,P068,2025-01-05T19:00:00.000000,2178.0,12690,280.4000000000001,N,N,TSNormal,Both_Events
2159.68,2025-01-07T04:45:30.000000,902.2719999999999,3105.4719999999998,P068,2025-01-06T19:00:00.000000,2511.0,35130,351.32000000000016,N,N,TSNormal,Both_Events
1707.84,2025-01-09T17:17:00.000000,978.1759999999998,2680.608,SST,2025-01-09T07:00:00.000000,2524.0,37020,816.1600000000001,D,D,TSNormal,Both_Events
1969.92,2025-01-10T16:08:30.000000,1006.3040000000001,2984.5440000000003,SST,2025-01-10T07:00:00.000000,2160.0,32910,190.07999999999993,D,D,TSNormal,Both_Events
2087.68,2025-01-11T15:13:30.000000,958.4320000000001,3046.2079999999996,SST,2025-01-11T07:00:00.000000,2318.0,29610,230.32000000000016,D,D,TSNormal,Both_Events
2157.7599999999998,2025-01-12T16:33:30.000000,904.6719999999999,3071.3280000000004,SST,2025-01-12T07:00:00.000000,2416.0,34410,258.24000000000024,D,D,TSNormal,Both_Events
,,,,SST,2025-01-13T07:00:00.000000,2543.0,,,D,N,TSAtrasado,Supply_Only
2257.92,2025-01-13T12:54:00.000000,804.5759999999999,3078.0159999999996,SST,2025-01-13T19:00:00.000000,2265.0,21960,7.079999999999927,N,D,TSAtrasado,Both_Events
2067.2,2025-01-14T03:49:30.000000,976.2880000000001,3050.016,SST,2025-01-13T19:00:00.000000,2265.0,31770,197.80000000000018,N,N,TSNormal,Both_Events
2165.12,2025-01-14T20:42:00.000000,866.912,3059.6800000000003,SST,2025-01-14T19:00:00.000000,2472.0,6120,306.8800000000001,N,N,TSNormal,Both_Events
2129.92,2025-01-15T17:08:00.000000,872.2239999999999,3045.1200000000003,SST,2025-01-15T07:00:00.000000,2402.0,36480,272.0799999999999,D,D,TSNormal,Both_Events
2307.84,2025-01-16T14:51:00.000000,699.904,3044.128,P068,2025-01-16T07:00:00.000000,2821.0,28260,513.1599999999999,D,D,TSNormal,Both_Events
2429.44,2025-01-17T14:27:30.000000,585.1200000000001,3041.5359999999996,SST,2025-01-17T07:00:00.000000,2544.0,26850,114.55999999999995,D,D,TSNormal,Both_Events
2226.2400000000002,2025-01-18T16:37:30.000000,759.4240000000001,3025.2799999999997,SST,2025-01-18T07:00:00.000000,2668.0,34650,441.75999999999976,D,D,TSNormal,Both_Events
2183.04,2025-01-19T20:17:30.000000,852.576,3085.7599999999998,P068,2025-01-19T19:00:00.000000,2534.0,4650,350.96000000000004,N,N,TSNormal,Both_Events
2119.3599999999997,2025-01-20T21:06:30.000000,828.1600000000001,2961.984,SURTIDOR-TRUCKSHOP,2025-01-20T21:03:45.330000,2444.0,164,324.6400000000003,N,N,TSNormal,Both_Events
2104.0,2025-01-21T17:30:30.000000,931.6479999999999,3051.5199999999995,SST,2025-01-21T06:00:00.000000,2372.0,41430,268.0,D,D,TSNormal,Both_Events
2067.52,2025-01-22T16:26:00.000000,943.9039999999999,3060.704,P068,2025-01-22T06:00:00.000000,2400.0,37560,332.48,D,D,TSNormal,Both_Events
2157.1200000000003,2025-01-23T23:42:30.000000,577.4720000000001,2740.2239999999997,SURTIDOR-TRUCKSHOP,2025-01-23T23:40:39.860000,2564.0,110,406.87999999999965,N,N,TSNormal,Both_Events
2219.2,2025-01-24T16:55:00.000000,722.2719999999999,2971.6159999999995,SST,2025-01-24T06:00:00.000000,2645.0,39300,425.8000000000002,D,D,TSNormal,Both_Events
2272.3199999999997,2025-01-25T22:01:00.000000,775.008,3054.016,P068,2025-01-25T19:00:00.000000,2648.0,10860,375.6800000000003,N,N,TSNormal,Both_Events
